0.000000e+00 9.999994e-19 9.999994e-19 -1.999998e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923226e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507046e-09,2.978652e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 9.999994e-19 9.999994e-19 -1.999998e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923226e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507045e-09,2.978467e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 9.999996e-19 9.999996e-19 -1.999999e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923226e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507045e-09,2.978590e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.000000e-18 1.000000e-18 -2.000000e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923226e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507045e-09,2.978771e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.000003e-18 1.000003e-18 -2.000005e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923225e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507043e-09,2.978631e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.000017e-18 1.000017e-18 -2.000033e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923222e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507034e-09,2.978853e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.000100e-18 1.000100e-18 -2.000200e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923204e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.506979e-09,2.978646e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.000601e-18 1.000601e-18 -2.001201e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.923745e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.507261e-09,2.980169e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.003612e-18 1.003612e-18 -2.007223e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.927641e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.509563e-09,2.988277e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.021968e-18 1.021968e-18 -2.043935e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.950963e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.523201e-09,3.054262e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.048217e-18 1.048217e-18 -2.096434e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-1.984316e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.542720e-09,3.144026e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.079126e-18 1.079126e-18 -2.158252e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.023226e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.565386e-09,3.253943e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.113135e-18 1.113135e-18 -2.226269e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.065448e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.589800e-09,3.372552e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.149391e-18 1.149391e-18 -2.298781e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.109876e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.615317e-09,3.502057e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.187449e-18 1.187449e-18 -2.374897e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.156613e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.642222e-09,3.638445e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.227092e-18 1.227092e-18 -2.454184e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.203761e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.668874e-09,3.777482e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.268228e-18 1.268228e-18 -2.536456e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.253295e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.697119e-09,3.930063e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.310829e-18 1.310829e-18 -2.621658e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.303278e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.725208e-09,4.083405e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.354905e-18 1.354905e-18 -2.709809e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.354362e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.753738e-09,4.242632e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.400483e-18 1.400483e-18 -2.800965e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-2.407198e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.783284e-09,4.410533e-14,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.447603e-18 1.447603e-18 -2.895205e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-3.228161e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.812671e-09,3.041341e-08,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.496311e-18 1.496311e-18 -2.992622e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-3.278970e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.843041e-09,3.041515e-08,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
0.000000e+00 1.546658e-18 1.546658e-18 -3.093315e-18 (1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00) (0.000000e+00,-3.330894e-12,1.000000e+00,0.000000e+00) (0.000000e+00,-1.873799e-09,3.041526e-08,1.000000e+00) (0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00)
